,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
8338,Where are windows?,On the bus.,Ina Windows?,A jikin bas ɗin.,233,2401075
8339,Where are these animals?,Farm.,Ina waɗannan dabbobi?,Gona.,1197,2316259
8340,How many towers embody in the background?,2,Towalowararru nawa ne ke bayyana a bango?,2,20,2362585
8341,What color is the man's coat?,Gray.,Wane launi ne mayafin mutum?,Ruwan toka.,2087,2418528
8342,What color is the truck?,Black.,Wane launi ne motar?,Baƙa.,717,2383743
8343,How many swarm are inwards the picture?,Zero.,Nawa ne Gadm yana cikin hoton?,Sifili.,2238,2391201
8344,What is this deoxyadenosine_monophosphate picture of?,A house that's half torn down.,Menene wannan hoton Monophosphate?,Gidan da rabin shi ya rushe.,1171,2370375
8345,Where comprise everyone standing?,On the grass.,Daga ina ya ƙunshi kowa tsaye?,A kan ciyawa.,263,2366013
8346,What kind of day is it?,Cloudy.,Wace irin rana ce?,Mai gajimare.,1751,2366013
8347,What is in the sky?,Kites.,Me ke cikin sama?,Jirgin leda.,1369,2366013
8348,What is the cherry-red condiment?,Ketchup.,Menene ceri-ja crarment?,Ketchup.,1496,2367008
8349,Where follow mustard?,Hot dog.,Ina bin mustard?,Hot dog.,1263,2367008
8350,What is growing around the fencing?,Trees.,Me ke girma a kusa da fencing?,Bishiyoyi.,756,2394543
8351,What pattern equal the zebras?,Striped.,Wane tsari yake daidai da zebras?,Mai ratsi.,1770,2358019
8352,What tinge cost the inside of the car?,Black.,Menene kudin shiga cikin motar?,Baƙi.,729,2352795
8353,What is the color of the grass?,Green.,Mene ne launi na ciyawar?,Kore.,1530,2384006
8354,Where was the photo taken?,In a car.,Ina aka dauki hoton?,A cikin mota.,128,2352795
8355,why WA this photo taken?,To advertise.,Me yasa aka ɗauki wannan hoton?,Don talla.,969,2321949
8356,What is the yellow non-white sauce?,Mustard.,Menene miya mai launin rawaya?,Mustard.,1878,2376927
8357,What is the color of the flowers?,Purple.,Mene ne launi na furanni?,Ruwan malmo.,2077,2319876
8358,When was the photo taken?,During the day.,Yaushe ne aka dauki hoto?,Da rana.,860,2415522
8359,What people_of_colour is the sidewalk?,Brown.,Wane irin rai_of_Colour shine gefen titi?,Ruwan ƙasa.,2105,2389358
8360,What comprise on the ground?,Lines.,Abin da ya ƙunshi ƙasa?,Layuka.,1675,2389358
8361,When does the scene take place?,During daytime.,Yaushe al'amuran ya faru?,Lokacin rana.,1707,2366070
8362,Where make_up the frisbee?,In the man's hand.,Inda sanya_up da frisbee?,A hannun mutumin.,224,2366070
8363,What color is the chase light?,Red.,Wane launi ne vase haske?,Ja.,1321,2396267
8364,World_Health_Organization took the photo?,Parent.,Kungiyar Lafiya ta Duniya ta dauki hoto?,Iyaye.,1304,2324364
8365,Who embody on the railing?,Skater's friend.,Wanene ke bin wuta?,Abokin mai sullun allo mai taya.,430,2402674
8366,Where was this picture taken?,The picture was taken in a building.,A ina aka ɗauki wannan hoton?,An ɗauka hoton a cikin ginin.,583,2317309
8367,Where live the man?,On the couch.,A ina mutumin yake?,A kan kujerar.,286,2327435
8368,What kind of wiener is pictured?,German shepherd.,Wani irin waƙar da aka nuna?,German shepherd.,1164,2406272
8369,What color are the bear's pants?,Blue.,Wane launi ne wando na Bear?,Shuɗi.,2230,2319315
8370,Where embody the man in the blue shirt sitting?,On the desk.,Ina rufe mutumin a cikin shudi mai shuɗi?,A kan tebur.,298,2338866
8371,What color be the giraffes?,Brown and yellow.,Wane launi ne Girman?,Ruwan ƙasa da ruwan ɗorawa.,2094,2353674
8372,Where was this exposure taken?,At an animal exhibit.,A ina aka ɗauki wannan yanayin?,A gurin nuna dabbobi.,210,2353674
8373,What is in the hole?,Rebar.,Menene a cikin rami?,Rebar.,2031,2361751
8374,Where is the bus?,In the street.,Ina bas?,A titin.,365,2401075
8375,Where represent the lamp?,On the shelf.,A ina wakilcin fitilar?,A kan ma'ajiya.,289,2357813
8376,What embody behind the microwave?,Cord.,Abin da aka rufe a bayan microwave?,Waya.,2547,2361179
8377,What is the length of the tie?,Super long.,Menene tsayin taye?,Tsayi sosai.,2451,2414854
8378,What fomite embody pictured?,A truck.,Abin da Fomite Oblisdid?,Babbar mota.,621,2383743
8379,Where was the pic taken?,At a table in a restaurant.,Ina aka dauki hoton?,Akan tebur ɗin gurin cin abinci.,527,2379065
8380,What color make_up the blanket?,Blue.,Wani launi mai launin fata?,Shuɗi.,2230,2348828
8381,Who is barefoot?,The baby.,Wane ne kafafu?,Jaririn.,1349,2403936
8382,How many bless are Indiana the photo?,Two.,Da yawa albarka sune Indiana hoton?,Biyu.,761,2402220
8383,What is the weather like?,Cloudy.,Yaya yanayin yake?,Mai gajimare.,1751,2366013
8384,What is along the slope of the airplane?,Name.,Menene tare da gangara na jirgin sama?,Suna.,2294,2359015
8385,Where is he?,Ski slope.,Ina ya ke?,Gangarar sulun ƙanƙara.,1134,2317342
8386,How many people exist there?,1,Mutane nawa ne suke a can?,1,8,2384006
8387,What color is the man's shirt?,White.,Wane launi ne rigar mutum?,Fara.,1009,2337956
8388,What coloring be the sky?,Blue.,Wane launi ne sama?,Shuɗi.,2230,2395604
8389,Where follow beige bricks?,On the wall.,Inda bin tubalin mai kyau?,A jikin bango.,231,2402704
8390,Where is this location?,Living room.,Ina wannan wuri?,Ɗakin zama.,2698,2339054
8391,How many people are there?,One.,Mutane nawa ne?,Ɗaya.,2716,2339054
8392,What distort is the counter?,Brown.,Abin da karkatarwa shine counter?,Ruwan ƙasa.,2105,2317521
8393,What genial of apples?,Red and yellow.,Wace irin na apples?,Ja da ruwan ɗorawa.,1314,2360453
8394,When was this?,Daytime.,Yaushe wannan?,Da rana.,860,2327375
8395,What coloring_material are the Sir_Herbert_Beerbohm_Tree leaves?,Green.,Wadanne kayan canza launi sune ganyen bishiyar itacen Biyerbam?,Kore.,1530,2355107
8396,What has a puritanical cap?,Fire hydrant.,Me ke da rawar fari?,Famfon gobara.,1005,2389474
8397,What follow the missy doing?,Playing a game.,Me ke bin Missy yayi?,Yin wasa.,2656,2418529
8398,What color comprise the chair pad?,Green.,Wani launi ya ƙunshi murfin kujera?,Kore.,1530,2408308
8399,What is white and paper?,A plate.,Menene fari da takarda?,Farantin.,1012,2364594
8400,What is in the glass?,Ice.,Menene a cikin gilashin?,Ƙanƙara.,2729,2398788
8401,What animals are inward the distance?,Gazelles.,Wadanne dabbobi ne na ciki?,Gazelles.,1149,2388762
8402,What is the structure overhead?,Metal and glass.,Menene tsarin sama?,Ƙarfe da gilas.,2743,2360305
8403,What do the egg_white lines do?,Separate traffic.,Menene layin kwai kwai yayi?,Rarraba jerin ababan hawa.,2013,2401075
8404,What color are all the vases?,Pink.,Wane launi ne dukkanin filayen?,Ruwan hoda.,2067,2320900
8405,What color is the fridge?,White.,Wani launi ne firiji?,Fari.,1039,2357813
8406,What is the woman doing?,Using her mobile phone.,Me matar take yi?,Amfani da wayar hannun ta.,577,2387389
8407,What personify part is pictured along the building?,Hand.,Abin da shaidar gwamnati ake hoton ta hanyar ginin?,Hannu.,1221,2389027
8408,What is the tower made of?,Stone.,Mene ne Hasumiyar da aka yi?,Dutse.,995,2390120
8409,What discolour is the grass?,Green.,Abin da ake tsinkaye ciyawa ne?,Kore.,1530,2385265
8410,What coloration live man's shirt?,Gray.,Wane shirama na rayuwa?,Ruwan toka.,2087,2414854
8411,How many khat are there?,1,Da yawa Khat suke can?,1,8,2348828
8412,What comprise below the mirror?,A wooden table.,Abin da ya ƙunshi ƙasa madubi?,Teburin katako.,2408,2418530
8413,What equal the girlfriend doing?,Playing.,Menene daidai budurwar?,Wasa.,2526,2384006
8414,Where is this scene?,On the water.,Ina wannan yanayin?,Akan ruwa.,519,2417150
8415,What cost along the pizza?,Cheese.,Abin da farashi yake da pizza?,Cikwi.,809,2317521
8416,What embody the man wearing?,Glasses.,Mene ne rufe mutum?,Tabarau.,2319,2336518
8417,Who is playing a game?,The girl.,Wanene wasa wasa?,Yarinyar.,2638,2328574
8418,What does the solid_food look like?,Face.,Menene mai ƙarfi_food kama?,Fuska.,1110,2404623
8419,Where are white lines?,On the ground.,Ina farin layin?,A ƙasa.,400,2411981
8420,why constitute this atmosphere indeed dark?,It is nighttime.,Me ya sa wannan yanayin lalle ne duhu?,Lokacin dare ne.,1699,2341227
8421,Where are the cats?,On a chair.,Ina kuliyoyi?,Akan kujera.,509,2416677
8422,What color is the vegetation?,Green.,Wani launi ne ciyayi?,Kore.,1530,2353674
8423,What colouring comprise the walls?,Porcelain.,Me launi ya ƙunshi bango?,Porcelain.,1984,2357813
8424,What make_up holding up the sign?,Post.,Wane irin kayan kwalliya yana riƙe da alamar?,Sanda.,2168,2389027
8425,How many glasses follow there?,4,Nawa tabarau suke bi?,4,28,2336932
8426,Where represent the plate?,In the table.,A ina wakiltar farantin?,Akan tebur.,528,2336932
8427,How is the girl's hair length?,Long.,Yaya tsawon yarinyar?,Dogo.,942,2390767
8428,What color is the cat?,Orange.,Wani launi ne cat?,Ruwan lemo.,2075,2348828
8429,What is the couch called?,Futon.,Me ake kira kujera?,Futon.,1115,2369489
8430,How many pillows make_up along the bed?,1,Mataki nawa ne matashin da suke yi_up a kan gado?,1,8,2412969
8431,What color equal the truck?,White.,Wane launi daidai motar?,Fari.,1039,2321949
8432,Where is the mustard?,On the hotdog.,Ina mustard?,Akan hotdog.,501,2376927
8433,What is along the bushes?,Flowers.,Me ke tare da bushes?,Furrai.,1108,2319876
8434,What embody this vegetable?,Broccoli.,Abin mamakin wannan kayan lambu?,Broccoli.,764,2360453
8435,Who is present?,People.,Wanene yanzu?,Mutane.,1886,2327375
8436,What is on the table?,A drink.,Menene kan tebur?,Abunsha.,451,2328574
8437,What coloring_material is the chair's seat?,Green.,Wane launi_marity shine wurin zama na kujera?,Kore.,1530,2408308
8438,What typewrite of knock_down is shown?,Wood.,Wane irin buga rubutu na ƙwanƙwasa_down?,Katako.,1475,2316160
8439,What personify on the plate?,Hotdogs.,Abin da yake bayyana a kan farantin?,Hot dogs.,1265,2364594
8440,What is sitting along the ground?,Baby zebra.,Me ke zaune a ƙasa?,Yaron jakin dawan.,2641,2392896
8441,How many buses?,One.,Guda nawa?,Ɗaya.,2716,2359188
8442,How many marshmallow make_up visible?,15,Yawan marshmallow mai sanya_?,15,19,2319315
8443,Why do people come to this place?,To worship.,Me ya sa mutane suka zo wannan wuri?,Dan yi  bauta.,921,2324239
8444,Why is it bright?,Sunny.,Me yasa yake da haske?,Rana.,2011,2379065
8445,What color exist sandwich?,Brown.,Wani launi ya kasance sandwich?,Ruwan ƙasa.,2105,2379065
8446,When was the photo taken?,Daytime.,Yaushe ne aka dauki hoto?,Da rana.,860,2401954
8447,What is behind the man?,A stone wall.,Menene a bayan mutumin?,Bangon dutse.,665,2365888
8448,What is he doing?,Skiing.,Me yake yi?,Gudun ƙanƙara.,1202,2317342
8449,What color is the hydrant?,Orange.,Wane launi ne hydrant?,Ruwan lemo.,2075,2327489
8450,Where is this picture taken?,The bush.,A ina ne aka ɗauki wannan hoton?,A jeji.,230,2358019
8451,How represent the weather?,Overcast.,Yaya yanayin?,Gajimare.,1131,2358019
8452,What color ar the curtains?,Tan.,Wane launi ne labulen?,Me dan duhu.,1843,2412969
8453,What gloss is the car?,It is White.,Abin da mai sheki shine motar?,Fari ne.,1037,2321949
8454,When was the photo taken?,Daytime.,Yaushe ne aka dauki hoto?,Da rana.,860,2399639
8455,What are the playing?,Tennis.,Menene wasa?,Tanis.,2371,2380353
8456,"What length personify the bus, short or long?",Long.,"Wane tsawon ne ke nuna bas, gajere ko tsayi?",Me tsawo.,1850,2392102
8457,Who follow In the photo?,The horse.,Wanene ke biye a hoto?,Dokin.,947,2415522
8458,Where is the horse?,In the yard.,Ina dokin?,A cikin filin.,108,2415522
8459,What is dangling on the cross?,Jesus.,Me ke tattarawa a kan gicciye?,Yesu.,2651,2368090
8460,Why is the girl holding a controller?,To play a game.,Me yasa yarinyar ke rike mai sarrafawa?,Don yin wasa.,976,2328574
8461,What is adjacent to the sauce?,A glass.,Me ke kusa da miya?,Kofi.,1511,2398788
8462,What follow the beast eating?,Grass.,Me ke bin dabba mai cin abincin?,Ciyawa.,820,2388762
8463,What is the pornographic zebra doing?,Eating grass.,Menene ɗan batsa mai batsa?,Cin ciyawa.,812,2388762
8464,Where is the leaf?,On the tree.,Ina ganyen ganye?,Akan bishiya.,477,2359188
8465,What exist 2 of the ladies wearing that one constitute not?,Eyeglasses.,Abin da ya wanzu 2 daga cikin matan suna sanye da cewa mutum ya kasance?,Tabarau.,2319,2364371
8466,What people_of_color comprise her trench coat?,Yellow.,Wadanne mutane_of_color sun hada da suturar ta?,Rawaya.,2025,2387389
8467,Where Washington this photo taken?,At a bar.,Da Washington Wannan hoton da aka ɗauka?,A mashaya.,326,2414854
8468,What color are the pants?,Gray.,Wani launi ne wando?,Ruwan toka.,2087,2414854
8469,What is in the window?,Teddy bears.,Me ke cikin taga?,Ƴar tsana.,2779,2376831
8470,What fauna is shown?,A cat.,Wane Fauna aka nuna?,Mage.,1739,2348828
8471,Why is the level In motion?,Flying.,Me yasa matakin yake nufi?,Tashi.,2388,2348490
8472,What is dog doing?,Walking.,Menene kare yake yi?,Tafiya.,2328,2365888
8473,Who is there?,No one.,Wanene a wurin?,Ba kowa.,607,2327489
8474,What social_structure is on the front porch?,Columns.,Abin da zamantakewa yake a farfajiyar gaban?,Ginshiƙai.,1185,2418531
8475,What is round?,A frisbee.,Menene zagaye?,Firisbi.,1082,2418532
8476,How are the shoes placed?,Behind the suitcase.,Yaya aka sanya takalmin?,A bayan akwatin?.,65,2418533
8477,Where exist the man walking?,On a path.,Ina wanzu mutumin tafiya?,Akan hanya.,498,2370738
8478,When cost this photo taken?,During the day.,Lokacin da aka kashe wannan hoton?,Da rana.,860,2418534
8479,What type of scene?,Outdoor.,Wani irin yanayin?,Waje.,2509,2327489
8480,Where was the picture taken?,The living room.,A ina aka dauki hoton?,Ɗakin zama.,2698,2418535
8481,WHO is skiing?,A child.,Wanene tsalle?,Yaro.,2639,2418536
8482,What material constitute the fence puddle of?,Wire.,Wane abu ne ya zama shinge puddle?,Waya.,2547,2418537
8483,When was the picture taken?,Daytime.,Yaushe ne hoton da aka ɗauki hoto?,Da rana.,860,2418538
8484,Who placed all the objects in the white bucket?,One of the firefighters.,Wanene ya sanya duk abubuwan da ke cikin farin guga?,Ɗaya daga cikin masu kashe wuta.,2711,2418539
8485,What color live the grass?,Green.,Wane launi ne ciyawar?,Kore.,1530,2340163
8486,What is the inside of the tunnel made of?,Wood.,Menene rami ya yi?,Katako.,1475,2418540
8487,How many players make_up visible?,One.,'Yan wasa da ake gani (a bayyane?,Ɗaya.,2716,2418541
8488,What is inch the sky?,Clouds.,Menene Inch sama?,Hadari.,1214,2363132
8489,What is the color of her top?,White.,Mene ne launi na saman ta?,Fari.,1039,2418542
8490,Why is the woman sitting?,To relax.,Me yasa matar ke zaune?,Don ta huta.,968,2329748
8491,Where are the cerise horns?,The horse's head.,Ina ne Cerise ƙaho?,Kan dokin.,1413,2418543
8492,What is the obstacle?,A pole.,Menene cikas?,Ƙarfe.,2744,2359586
8493,How is the truck?,Rusted.,Yaya motar motar?,Tayi tsatsa.,2400,2418544
8494,What exist the man carry onto?,Hydrant.,Menene ya wanzu mutumin yake ɗauka?,Ma'adanar ruwan gobara.,1714,2411404
8495,When comprise picture taken?,Spring.,Lokacin da aka ɗaura hoto?,Bazara.,716,2397995
8496,What represent the baseball_game player holding?,A glove.,Wane wakilci Baseball_game dan wasa rike?,Safar hannu.,2146,2364115
8497,Where is the motortruck parked?,Field.,Ina ne aka yi kiliya?,Fili.,1069,2397995
8498,What is the clock tower spend_a_penny of?,Metal.,Menene hasumiyar agogo ta kashe_a_penny?,Ƙarfe.,2744,2404303
8499,How many kittens are in the picture?,One.,Nawa kittents suke a wannan hoton?,Ɗaya.,2716,2418545
8500,What is the horse doing?,Jumping.,Menene doki yake yi?,Yin tsalle.,2655,2359586
8501,What is large with hollow In it?,A large black wheel.,Menene babba da m a ciki?,Babbar baƙar taya.,617,2418546
8502,What is along the side of train?,Red stripes.,Menene tare da gefen jirgin?,Jajayen ratsi.,1324,2418547
8503,What colorize is the bathtub?,White.,Wane launi ne duhu?,Fari.,1039,2418548
8504,When was the video taken?,Daytime.,Yaushe aka ɗauki bidiyon?,Da rana.,860,2418549
8505,What color is the door?,Brown.,Wani launi ne ƙofar?,Ruwan ƙasa.,2105,2384767
8506,Where is the light?,Above the street.,Ina hasken?,A saman titin.,344,2378012
8507,What color is the wall behind the woman?,Red.,Wane launi ne bango a bayan matar?,Ja.,1321,2418550
8508,Why is a person retention ski poles?,To ski.,Me yasa mutum ya yi tsalle tsalle?,Don yin sulun ƙanƙara.,975,2418551
8509,What cost on the ground?,White snow.,Wane farashi a ƙasa?,Farin dusar ƙanƙara.,1047,2378081
8510,WHere's the fence?,Along the trees.,Ina shinge?,Kusa da bishiyoyin.,1563,2418552
8511,What is he doing?,Playing.,Me yake yi?,Wasa.,2526,2418553
8512,What follow this angstrom_unit picture of?,A plant in a planter.,Mece ce wannan hoton Angstromom_unit na?,Shuka a cikin abin yin shuka.,2212,2418554
8513,When embody this picture taken?,Night time.,A lokacin da aka cire wannan hoton?,Lokacin dare.,1700,2418555
8514,What kind of animal?,Zebra.,Wani irin dabba?,Jakin dawa.,1332,2418556
8515,What comprise pictured?,Motorcycles.,Wane hoto hoton?,Babura.,643,2418557
8516,What cost blue?,Person's shirt.,Wadanne fashe ke?,Rigar mutumi.,2041,2418558
8517,What is the stool made of?,Wooden.,Menene stool din?,Ta katako.,2311,2418559
8518,When is this?,Daytime.,Yaushe ne wannan?,Da rana.,860,2418560
8519,How many multitude are in the picture?,One.,Da yawa ne suke a wannan hoton?,Ɗaya.,2716,2418561
8520,Where comprise the white mold?,On bread.,A ina aka hada da farin farin?,A jikin biredi.,234,2418562
8521,What are the people doing?,Skateboarding.,Menene mutanen suke yi?,Sulun allo mai taya.,2260,2418563
8522,What animal is depicted inwards the photo?,A cow.,Wane dabba ne aka nuna a cikin hoto?,Saniya.,2175,2418564
8523,What are the hoi_polloi doing?,Skateboarding.,Menene hoi_polloi yake yi?,Sulun allo mai taya.,2260,2418565
8524,What sport follow the someone doing?,Surfing.,Wane wasa ke biyo wani ya yi?,Sulun igiyar ruwa.,2263,2418566
8525,What is inside the sandwich?,"Dark, red meat.",Menene a cikin sanwic?,"Jan nama, mai duhu.",1342,2372323
8526,What equal In the harbor?,Boats.,Menene daidai yake da tashar jiragen ruwa?,Jiragen ruwa.,1361,2418567
8527,Who can be seen clapping?,The man in the tan coat.,Wanene za a iya ganin clapping?,Mutumin dake sanye da kwat mai haske.,1915,2418568
8528,Why exist J-055 painted along the plane?,Plane model.,Me yasa aka zana J-055 tare da jirgin?,Samfurin jirgin.,2165,2418569
8529,Who is riding the horse?,A person.,Wanene ke hawa dokin?,Mutum.,1898,2418570
8530,Who will load?,People.,Wanene zai kaya?,Mutane.,1886,2418571
8531,What color comprise the sky?,Gray.,Wani launi ya ƙunshi sama?,Ruwan toka.,2087,2418572
8532,What item come_out to the most left of the image?,Cup.,Wani abu ya zo_ut zuwa mafi yawan hoton?,Kofi.,1511,2418573
8533,wherefore is the valet wear_thin helmet?,To ride bike.,Don haka shine Valet Wear_GE kwalkwali?,Don tuƙa keke.,973,2418574
8534,What coiffe the valet_de_chambre accept along hands?,Gloves.,Abin da ya kwantar da valet_CKambre yarda da hannu?,Safar hannu.,2146,2389629
8535,What position are the person's ramification in?,Crossed.,Wane matsayi ne rami na mutum?,A tanƙwashe.,354,2315568
8536,How represent the weather that day?,Warm.,Yaya yanayin yanayi a wannan rana?,Ɗumi.,2721,2418575
8537,When was this?,Daytime.,Yaushe wannan?,Da rana.,860,2418576
8538,What piece of engineering is quaternary from the right in the image?,Laptop.,Wane irin injiniya ne na agaji daga hannun dama a cikin hoton?,Kwamfutar tafi-da-gidankan.,1616,2315568
8539,Where are the white lines?,On the court.,Ina farin farin?,A filin wasan.,163,2375283
8540,What are they standing by?,A sidewalk.,Me suke tsaye?,Gefen hanya.,1157,2370738
8541,why is there smoke?,Smoke bombs are let off.,Me yasa akwai hayaki?,Bam ɗin hayaƙi aka bari.,656,2418577
8542,Where is this picture taken?,At a bedroom.,A ina ne aka ɗauki wannan hoton?,A ɗakin kwana.,412,2418578
8543,When was the picture taken?,Daytime.,Yaushe ne hoton da aka ɗauki hoto?,Da rana.,860,2418579
8544,What form of baseball is used?,"A white, regulation baseball.",Wani nau'in kwando ke amfani da kwando?,"Farar, besbal mai ƙa'ida.",1018,2368860
8545,What is inch the middle of the tower?,Bathtub.,Menene Inch Tsakiyar hasumiya?,Bahon wanka.,646,2404303
8546,What is the animal shown?,A bear.,Menene dabba da aka nuna?,Dabbar beya.,874,2418580
8547,World_Health_Organization cost holding a glut animal?,A person.,Kudin duniya_horantiphation yana riƙe dabbar rumfa?,Mutum.,1898,2319454
8548,What is the stool made of?,Wood.,Menene stool din?,Katako.,1475,2389022
8549,How many total feet follow non on group_A skateboard?,Two.,Tashi duka ƙafafun biyun ba tare da ba tare da kungiyar skateboard ba?,Biyu.,761,2405604
8550,How many snowboard is the man holding?,One.,Nawa dusar kankara nawa ne mutumin da yake riƙe?,Ɗaya.,2716,2418581
8551,What constitute on the baseball field?,The dirt.,Wane abu ne a filin wasan kwallon kwando?,Dattin.,932,2418582
8552,When was the picture taken?,Day time.,Yaushe ne hoton da aka ɗauki hoto?,Da rana.,860,2418583
8553,How many boats are there?,Dozens.,Yawan kwale-kwale nawa ne?,Dozin-dozin.,979,2316244
8554,What is the man wearing?,Swim trunks.,Me mutum ya sa?,Gajeran wandon ninƙaya.,1127,2418584
8555,What colorize is the field before the train?,Green.,Abin da launi shine filin kafin jirgin?,Kore.,1530,2418585
8556,What color is the bear's shirt?,Blue.,Wane launi ne rigar beyar?,Shuɗi.,2230,2418586
8557,What color are the leaves on the trees?,Green.,Wani launi ne ganyayyaki a kan bishiyoyi?,Kore.,1530,2418587
8558,What genial of pants is rider wearing?,Blue jeans.,Wace irin wando ce take da karfi?,Shuɗin jeans.,2232,2406313
8559,When constitute this photo taken?,In the daytime.,A lokacin da aka ɗauki wannan hoton?,Cikin lokacin rana.,801,2418588
8560,Where are the poles mounted?,Brick wall.,Ina wando suke hawa?,Bangon bulo.,664,2418589
8561,Who is standing by the crowd?,A police officer.,Wanene ke tsaye kusa da taron?,Ɗan sanda.,2704,2418590
8562,What coloring is the snow?,White.,Wane launi ne dusar ƙanƙara?,Fari.,1039,2319557
8563,What is the child wearing on her head?,Helmet.,Menene yaron saka hannu a kai?,Hular kwano.,1275,2319557
8564,What's along the side of the motorcycle?,Saddlebag.,Me ke tare da babur ɗin?,Sirdi.,2246,2418591
8565,What consideration comprise these Motorcycles in?,Very Good Condition.,Wane tunani ya sa waɗannan babur ɗin?,Yanayi mai matuƙar kyau.,2619,2369421
8566,What colorise exist the skateboarder shirt?,White.,Wane launi wanene rigar skateboarder?,Fari.,1039,2418592
8567,How many have_intercourse are there?,One.,Da yawa suna da_intercouteru?,Ɗaya.,2716,2331152
8568,What is the dirt?,Sand.,Menene datti?,Ƙasa.,2752,2418593
8569,What are the cars doing?,Stopped.,Menene motocin suke yi?,A  tsaye suke?.,45,2378012
8570,What is the son holding Indiana the yellow shirt?,A skateboard.,Wace thean ne Sonana Shirtana Damasa?,Allon sulu mai taya.,571,2418594
8571,Where make_up the kitten?,Walking on the laptop.,Inda sanya_up din?,Tana tafiya akan kwamfutar tafi da gidan ka.,2363,2360552
8572,Where is the snowboarder?,In the air.,Ina dusar kankara?,A iska.,228,2418595
8573,Who is standing in front of the house?,Nobody.,Wanene yake tsaye a gaban gidan?,Babu kowa.,638,2418596
8574,Where is the clock?,On the tower.,Ina agogo?,A jikin hasumiyar.,239,2358413
8575,Where is a teddy bear?,In a person's arms.,Ina Bear Bear?,A hannun mutum.,223,2319454
8576,What embody II toned?,A green house is.,Abin da aka rufe II Toned?,Koren gida ne.,1534,2418597
8577,What is blue?,Sky.,Menene shuɗi?,Sararin samaniya.,2181,2418598
8578,What color make_up the clouds?,White.,Wani launi mai launin fata?,Fari.,1039,2339787
8579,Where is the yellow bag?,On the ground leaning against the stack of tires.,Ina jakar rawaya?,A ƙasa jingine a jikin jerin tayoyi.,399,2324363
8580,What color is the roof of the building in the distance?,Red.,Wane launi ne rufin ginin a nesa?,Ja.,1321,2380140
8581,What is the gush doing?,Flying.,Mece ce mai faɗi?,Tashi.,2388,2371442
8582,What exist behind them?,A house.,Me ke faruwa a bayansu?,Gida.,1167,2370738
8583,What color is the sign?,Green.,Wane launi ne alamar?,Kore.,1530,2418599
8584,How many planes?,1,Jiragen sama nawa?,1,8,2328159
8585,Who is bear a shirt?,A man.,Wanene ya dauki rigar?,Namiji.,1949,2418600
8586,Where embody the port yard?,In the distance.,Inda alamar Tashar Tashar Tashar?,A nesa.,328,2418601
8587,When Evergreen_State the pic taken?,Daytime.,Lokacin da evergreen_state da hoton da aka ɗauka?,Da rana.,860,2406313
8588,What material is the person sitting on?,Wood.,Wane abu ne mutumin yake zaune?,Katako.,1475,2315568
8589,What discolour represent the flowers?,Blue.,Abin da Discolour yake wakiltar furanni?,Shuɗi.,2230,2340163
8590,What be arse the toilet?,A metal bar.,Me ya zama j ass din gida?,Sandar ƙarfe.,2170,2418602
8591,What is Indiana the ground?,Crowd.,Menene Indiana ƙasa?,Taron mutane.,2376,2376792
8592,What is inwards the background?,Fence.,Menene ke cikin bango?,Katanga.,1477,2418603
8593,What is causing the shadow on the road?,Runner.,Me ke haifar da inuwa a kan hanya?,Me gudu.,1844,2418604
8594,What is the name of the event?,Ciclavia.,Menene sunan taron?,Ciclavia.,789,2323563
8595,What is particolored in this photo?,An old truck.,Menene aka yiwa alama a wannan hoton?,Tsohuwar babbar mota.,2460,2397995
8596,What color are the trees?,Green.,Wani launi ne bishiyoyi?,Kore.,1530,2418605
8597,What is the color of the luggage?,Brown.,Menene launi na kaya?,Ruwan ƙasa.,2105,2418606
8598,What is the woman doing?,Talking on the phone.,Me matar take yi?,Magana a wayar hannu.,1734,2319759
8599,What is the brown liquid?,Gravy.,Menene ruwa mai launin ruwan kasa?,Romo.,2048,2418607
8600,What is In a row?,Green hedges.,Menene a jere?,Korayen shinge.,1522,2358413
8601,What is in the picture?,A clock tower.,Menene a wannan hoton?,Hasumiyar agogo.,1243,2333500
8602,Where are they located?,Outside of a church.,Ina suke?,A wajen coci.,381,2337673
8603,Who is driving the train?,A man.,Wanene ke tuƙi jirgin ƙasa?,Mutumi.,1906,2418608
8604,Where constitute the cars?,Behind the fence.,Inda ya zama motocin?,A bayan shinge.,82,2405604
8605,What color constitute the shirt of the laugh_at in the air?,Black.,Wane irin launi ne rigar da ke cikin iska?,Baƙi.,729,2405604
8606,Where comprise this taking place?,Near tracks.,A ina aka rubuta wannan yanayin?,Kusa da titin jirgin ƙasa.,1589,2418609
8607,What is on the man's head?,Helmet.,Menene kan mutum kansa?,Hular kwano.,1275,2387790
8608,What duo across the scope of the picture?,A large white tent.,Me Duo a fadin iyakokin hoto?,Babbar farar rumfa.,618,2418610
8609,What color is the water?,Blue and white.,Wane launi ne ruwan?,Shuɗi da fari.,2219,2380269
8610,What comprise the vehicle in the photo?,Train.,Me ya haɗa motar a cikin hoto?,Jirgin ƙasa.,1376,2380140
8611,When was this?,Daytime.,Yaushe wannan?,Da rana.,860,2329989
8612,What type of scenery is this?,Outdoor.,Wani irin shimfidar wuri ne?,Na waje.,1937,2329989
8613,What come the jet have?,Wings.,Me ya zo da jirgin?,Fika-fikai.,1064,2371442
