,ques_en,ans_en,ques_ha,ans_ha,label,image_id_2
8715,What is green inward the photo?,Tree leaves.,Menene Greenward a ciki hoto?,Ganyanyakin bishiya.,1135,2395638
8716,How many dogs are in the picture?,One.,Karnuka nawa suke a hoton?,Ɗaya.,2716,2348407
8717,How is she holding her camera?,On a strap and in her hand.,Ta yaya ta riƙe kyamarar ta?,Akan maɗauri a hannun ta.,514,2336481
8718,How many ears does the trail have?,2,Da yawa kunne ke da trail?,2,20,2418958
8719,What color is the water?,Blue and white.,Menene launin ruwan?,Shuɗi da fari.,2219,2380269
8720,What color is the grass?,Green.,Menene launin ciyawar?,Kore.,1530,2385265
8721,Where is the cat's tail?,Shoulder strap.,Ina wutsiyar magen?,Maɗaurin kafaɗa.,1841,2350161
8722,How many players are keeping bats?,3,'Yan wasa nawa suke kiyaye jemagu?,3,25,2340332
8723,What is green?,The ball.,Menene kore?,Ƙwallon.,2776,2329587
8724,World_Health_Organization exist in glasses?,The man on the left.,Duniya_health_organization ya wanzu a cikin tabarau?,Mutumin dake hagu.,1913,2418142
8725,Who is flying the plane?,Pilot.,Wa yake tuƙa jirgin sama?,Matuƙin jirgin sama.,1827,2327118
8726,When was this picture taken?,Daytime.,Yaushe ne aka ɗauki wannan hoton?,Da rana.,860,2340962
8727,Why is the grass green?,For horses to graze on.,Meyasa ciyawar ta zama Koriya?,Saboda dokuna suyi kiwo a kai.,2123,2410132
8728,Where exist the giraffes looking?,Left.,Inda akwai giraffes ke kallo?,Hagu.,1215,2419396
8729,"Where live the word ""Chef""?",On the hat.,"A ina ne yake rayuwa da kalmar ""shugaba""?",Akan hular.,502,2370442
8730,Why is the sun shining in the room?,The door is open.,Me yasa rana take haskakawa a cikin dakin?,Ƙofar a bude take?.,2764,2394096
8731,Who is in the photo?,Nobody.,Wanene a cikin hoto?,Ba kowa.,607,2355228
8732,What is seen?,Sign board.,Me ake gani?,Allon alama.,563,2418959
8733,What is growing wild?,Weeds.,Menene yake girman sosai?,Ciyawa.,820,2389897
8734,What is on back wall?,Tile.,Menene a bangon?,Tayal.,2397,2392874
8735,Where is the toilet tank?,Behind the toilet bowl.,Ina tankin masai'n?,A bayan bawon masai.,66,2408332
8736,What style architecture is this?,Spanish.,Wana irin yanayin gena-gena ne wannan?,Esfanya.,999,2363446
8737,Where is the third person?,Back of bike.,Ina mutumi na ukun?,Bayan babur.,687,2413078
8738,What is dog doing?,Walking.,Menene kare yake yi?,Tafiya.,2328,2365888
8739,Where is the banana?,On the counter.,Ina banana?,Akan kwaba.,510,2362281
8740,When was this taken?,Daytime.,Yaushe aka kwashe wannan?,Da rana.,860,2318339
8741,Where live the rock?,To the left of the statues.,Ina ruwayen?,Daga hagun gumakan.,887,2323509
8742,Where was the picture taken?,In a department store.,A ina aka dauki hoton?,A cikin kantin siyar da kayayyaki.,118,2331422
8743,How many automobile do not own on their headlights?,One.,Nawa mota ba ta mallaka a kan fitilolinsu?,Ɗaya.,2716,2417966
8744,How many feet are there?,4,Da yawa ƙafa akwai?,4,28,2383244
8745,What is at the top?,Building.,Menene saman?,Gini.,1183,2418048
8746,When was the picture taken?,Night time.,Yaushe ne hoton da aka ɗauki hoto?,Da dare.,843,2334356
8747,How comfortable does the bed seem?,Soft.,Yaya kwanciyar hankali yake yi?,Laushi.,1665,2418426
8748,How much is the party tray?,30.00.,Nawane farantin ajo?,30.00.,26,2392832
8749,WHO is carrying angstrom_unit very large camera?,A man wearing a visor and knee-high shorts.,Wanene ke ɗauke da babban kyamarar angstromrom,Mutumi sanye da abin kare fuska da guntun wandon saman gwiwa.,1904,2393970
8750,Where are the trees?,Beside the road.,Ina bishiyun suke?,Daga gefen titin.,886,2367213
8751,What is the elephant wearing?,Saddle.,Me giwar take sanye da?,Sirdi.,2246,2390113
8752,How many sinks are in the photo?,One.,Sau nawa nutsuwa suke cikin hoto?,Ɗaya.,2716,2415420
8753,Who is on the bench?,No one.,Waye kan benci?,Babu kowa.,638,2339719
8754,What color is the dog?,"Brown, black.",Mene launin karen?,"Ruwan ƙasa-ƙasa, baƙi.",2103,2370667
8755,What is in presence of the orange and egg_white cat?,Juice.,Menene a gaban Orange da kwai? Cat,Ruwan 'ya'yan itace.,2058,2339745
8756,What coiffe the lady have on?,A watch.,Menene ya ba da uwargidan?,Agogo.,459,498232
8757,Where is the sauce?,In the cup.,Ina miyar take?,Cikin muɗa.,803,2333465
8758,Where is the pizza?,Cutting board.,Ina fiza take?,Kan allon yankawa.,1407,2361427
8759,What color is the dog on the left?,Black.,Wani launi ne da karen dake hagun?,Baƙi.,729,2337103
8760,How many people are there?,One.,Mutum nawane a wajen?,Ɗaya.,2716,2412257
8761,What is in the tray?,Cinnamon rolls.,Mene a tire din?,Biredi mai kirfa.,748,2412517
8762,What are the floors made of?,Hardwood floors.,Dame akayi daɓen ƙasan?,Itace mai ƙarfi.,1301,2399073
8763,What color represent the wetsuit?,Black and blue.,Wane launi ne ke wakiltar weetsit?,Baƙi da shuɗi.,726,2413552
8764,Where are the urinals?,On the wall.,Ina gurin fitsari?,A jikin bango.,231,2415420
8765,What color is the sky?,Blue.,Wane launi ne sama?,Shuɗi.,2230,2337940
8766,What color is the cellphone?,Black.,Mene launin jikin wayar salula?,Baƙa.,717,2343628
8767,What is this?,A boat.,Menene wannan?,Jirgin ruwa.,1371,2417150
8768,How many numbers comprise on the boat to the left?,6,Lambobi nawa ne suka ƙunshi jirgin zuwa hagu?,6,36,2409599
8769,What coloring is the man's hat?,Gray.,Wani launi ne hat?,Ruwan toka.,2087,2379901
8770,Who took the photo?,Bears owner.,Waye ya ɗauki hoton?,Mai dabbar beya.,1748,2379639
8771,What color are the train's stripes?,Orange.,Mene launin layin dake jikin jirgin ƙasan?,Ruwan goro.,2062,2333844
8772,Where is the clay pot?,Left side of table.,Ina tukunyar ƙasar?,Daga hagun tebur din.,888,2362057
8773,What color is the table?,White.,Mene launin tebur din?,Fari.,1039,2349854
8774,What equal between the argue and the buildings?,Trees.,Menene daidai tsakanin jayayya da gine-ginen?,Bishiyu.,758,2419283
8775,What embody is on the side of the bus?,A 007 movie advertisement.,Abin da ke rufe shi a gefen bas?,Tallen shirin 007.,2351,2418369
8776,How does the sky look?,Partly cloudy.,Yaya sama tayi kama?,Akwai hadari kadan.,541,2319271
8777,What is black object under plate and glass?,Table mat.,Wani baƙin abu ne a ƙasan faranti da kofin gilashi?,Tabarmar kan tebur.,2320,2400617
8778,Who is endure dark-brown boots?,The lady on the left.,Wane ne ya jure takalmin launin ruwan kasa?,Matar da ke hagu.,1812,2418999
8779,What is inch the front bowl?,Citrus.,Menene inch a gaban kwano?,Lemuka.,1682,2416181
8780,What cost the tight person wearing?,Suit.,Menene kudin mutumin da ya dace da shi?,Kwat da wando.,1632,2418154
8781,What is brightly red?,A train.,Mecece ja mai haske?,Jirgin kasa.,1365,2381042
8782,WHO is in the photo?,No one.,Wanene a cikin hoto?,Ba kowa.,607,2319313
8783,What color are the walls?,White.,Wane launi ne bangon?,Fari.,1039,2414507
8784,How is the photo?,Clear.,Yaya hoton?,Bayyananne.,714,2349358
8785,What color is the patch of grass?,Green.,Wani launi ne facin ciyawa?,Kore.,1530,2408782
8786,What color live the table?,Brown.,Wane launi ne tebur?,Ruwan ƙasa.,2105,2412517
8787,What is the animate_being shown?,A cat.,Menene Austusing_being Nuna?,Kuliya.,1552,2356248
8788,What equal blue?,Life jacket.,Menene shuɗi?,Rigar kariya.,2039,2315730
8789,What color is the street sign?,Green and White.,Mene launin alamar titi?,Koriya da fari.,1540,2390180
8790,What color is the boy's shirt?,White.,Wane launi ne rigar yarinyar?,Fara.,1009,2356628
8791,"Where is the letter ""Z"" in this image?",The bottom left corner.,A ina aka rubuta harafin Z acikin hotan?,Akusurwa kasa daga bangaran hagu.,539,2333760
8792,Where exist the trees?,Behind the black wires.,Ina ne bishiyoyi?,A bayan baƙaken waya.,67,2400262
8793,What color is the bird?,Brown.,Wani launi ne tsuntsun?,Ruwan kasa.,2069,2407575
8794,What color are the trees?,Green.,Menene launin bishiyun?,Kore.,1530,2344836
8795,Where are propellers?,On the plane.,Ina farfelolin?,A jikin jirgin.,242,2339787
8796,What color is the floor?,Brown.,Mene launin daɓen kasa?,Ruwan ƙasa-ƙasa.,2104,2348708
8797,Where are the green beans?,Near the carrots.,Ina wake kore?,Kusa da karas ɗin.,1575,2418078
8798,Why are there shadows?,It is daytime.,Me yasa akwai inuwa?,Lokacin da rana ne.,1696,2353110
8799,What is the bench made of?,Wood.,Dame akayi bencin?,Katako.,1475,2365424
8800,What is the picture of?,Two bears.,Menene hoton?,Beya guda biyu.,741,2395542
8801,What color is the roof of the building in the distance?,Red.,Wane launi ne rufin ginin a nesa?,Ja.,1321,2380140
8802,How is the girl's hair length?,Long.,Yaya tsawon yarinyar?,Dogo.,942,2390767
8803,What is the color of the woman dress?,Blue.,Menene launin rigar matar?,Shuɗi.,2230,2409428
8804,Where is the car going?,To the right.,Ina motar ke tafiya?,Hannu dama.,1220,2418973
8805,Where was this picture taken?,At the lake.,A ina aka ɗauki wannan hoton?,A tafki.,352,2329507
8806,What is striped?,The zebra's fur.,Menene mai ratsi?,Gashin jakin dawan.,1148,2363277
8807,What is being dragged?,The woman.,Me ake jan shi?,Macce ce.,1716,2398225
8808,What is on the ground?,Snow.,Me yake a ƙasa?,Dusar ƙanƙara.,989,2319557
8809,What Color is the mascot's robe?,Maroon.,Menene launin tufar mascot?,Maroon.,1792,2345930
8810,When are the little_girl seat on the bench?,Daytime.,Yaushe ne wurin zama na_girl a kan benci?,Da rana.,860,2418854
8811,How live the triad attached to the cat?,Harness.,Ta yaya Triad ke haɗe da cat?,Ta ɗauri.,2314,2383842
8812,Who are in front of the building?,The people.,Suwaye a gaban ginin?,Mutane ne.,1882,2336562
8813,Who embody wearing a tropic shirt?,Man in blue.,Wanda ya rufe sanye da riguna na kwari?,Namiji me shuɗi.,1946,2353265
8814,Why is the Arabian_tea veil butt the laptop?,He is resting.,Me yasa Arab Kawasaki_tea Butt Butt The Kwamfutoci?,Yana hutawa.,2596,2326148
8815,How many cats are in the picture?,One.,Maguna nawa ne a hoton?,Ɗaya.,2716,2345063
8816,What is the color of the sky?,Gray.,Mene launin sararin samaniya?,Ruwan toka.,2087,2337896
8817,What is the woman in the green dress holding?,Phone.,Me matar dake sanye da koren kaya take riƙe dashi?,Wayar sallula.,2550,2345905
8818,What kind of bet_on personify equal played?,Frisbee.,Wani irin bet_on ne ke bayyana daidai?,Firisbi.,1082,2374728
8819,What shape is in the background?,Hexagon.,Menene siffar da take gaban?,Hexagon.,1257,2413648
8820,How is he looking?,Normal.,Yaya yake kallo?,Daidai.,897,2338525
8821,What is the boy going to do?,Skateboard.,Me yaron zai je yayi?,Allo mai taya.,562,2362266
8822,What color is the table?,Brown.,Mene launin tebur din?,Ruwan ƙasa.,2105,2412517
8823,What is the woman atomic_number_49 movement holding for protection?,An umbrella.,Mecece matar Atomic_number_49 motsi ke riƙe kariya?,Lema.,1677,2373130
8824,What is to the depart of the image?,A branch.,Menene sashen hoton?,Reshe.,2033,2321229
8825,How many ears are visible on the animal?,1,Kunne nawa ake iya gani na dabbar?,1,8,2412953
8826,What is the zebra standing in?,Grass.,Ina na jakin dawan ke tsaye?,A ciyawa.,142,2370153
8827,When is this taken?,Daytime.,Yaushe ake dauka?,Da rana.,860,2419195
8828,What number of humankind are eating?,Three.,Menene yawan 'yan adam cin abinci?,Uku.,2495,2374977
8829,Where are the candles?,On the table.,Ina kyandirori?,Akan teburi.,529,2358093
8830,What follow the people riding?,Horses.,Me ya bi mutane?,Dawakai.,935,2418242
8831,What material is the plate?,Ceramic.,Da wani irin abu akayi farantin?,Tangaran.,2370,2401708
8832,How many people are there?,Two.,Mutane nawa ne a nan?,Biyu.,761,2330938
8833,What is left of the people walking?,Wall barrier.,Menene ya rage daga mutanen da ke tafiya?,Bango.,662,2401183
8834,Who is in the picture?,No one.,Wanene a wannan hoton?,Ba kowa.,607,2338734
8835,What type of pants is the man wearing?,Black shirts.,Wani irin wando mutumin ke sanye da?,Bakin riga.,649,2377342
8836,What is this?,Plane.,Menene wannan?,Jirgin sama.,1374,2348490
8837,What is the woman wearing?,A t-shirt and shorts.,Me matar take sanye dashi?,Riga da gajeran wando.,2035,2399443
8838,What is gree?,Umbrella.,Menene kore?,Lema.,1677,2316490
8839,What is in the background?,Trees.,Menene a bango?,Bishiyoyi.,756,2323128
8840,Where are the street signs?,On top of the stop sign.,Ina alamun titin?,Saman alamar tsayawa.,2157,2402203
8841,What color is the traffic light?,Green.,Wane launi ne hasken zirga-zirga?,Kore.,1530,2390180
8842,What kind of buildings are behind the bus?,High rise buildings.,Wasu irin gine-gine ne a bayan bas ɗin?,Dogayen gine-gine.,941,2398422
8843,What is Under the bridge?,Water.,Menene a karkashin gada?,Ruwa.,2057,2316709
8844,How many lanes of traffic are there?,Four.,Hannu nawa ne ake zirga-zirga akan titin nan?,Huɗu.,1280,2413885
8845,Where is the bus?,On the street.,Ina bas?,A kan titi.,300,2354144
8846,How many dogs are in the picture?,One.,Karnuka nawa suke a hoton?,Ɗaya.,2716,2357732
8847,Where was this picture taken?,A bedroom.,Ina aka ɗauki wannan hoton?,A ɗaki.,410,2378569
8848,What is all over the elephants?,Mud.,Mene ya rufe jikin giwar?,Tabo.,2322,2385040
8849,What is the sandwich wrapped in?,Paper.,Mecece sandwich ta saka a ciki?,Takarda.,2340,2404964
8850,What cost along the pizza?,Cheese.,Abin da farashi yake da pizza?,Cikwi.,809,2317521
8851,Where is the machinery located?,Kitchen.,A ina jerin mashina suke?,Ɗakin girki.,2693,2361751
8852,What color make_up the sky?,Grey.,Wane launi mai launin sama?,Ruwan toka.,2087,2413170
8853,What image is painted on the snowboard?,A woman.,Hoton me akayi fentin sa a kan allon hawan dusan ƙanƙarar?,Mata.,1809,2415005
8854,What is in the background?,Wall.,Mene a bayan ƙasan?,Bango.,662,2410331
8855,What color are the letter_of_the_alphabet along the truck?,Red and black.,Wane launi ne harafin_OF_RE_ALPHABEBBET COURT?,Ja da baƙi.,1309,2418330
8856,How many slices of pizza are in the picture?,8,Nawa yanka na pizza suna cikin hoton?,8,41,2346120
8857,Why is the bear tied in?,For safety.,Me ya sa aka ɗaure shi?,Don tsaro.,971,2328161
8858,How many teddy bears can be seen in the photo?,One.,Nawa ne adadin ƴar tsana da ake iya gani a cikin hoton?,Ɗaya.,2716,2343921
8859,What is covering the window?,A curtain.,Menene ya rufe tagar?,Labule.,1638,2415913
8860,What color is the light on the bicycle?,Red.,Wane launi ne haske akan keke?,Ja.,1321,2418937
8861,Where is the luggage?,On the dolly.,Ina jakunkuna suke?,Akan doli.,483,2349058
8862,What color is the bus?,Red.,Mene launin bas din?,Ja.,1321,2413569
8863,What is the color of the ground?,White.,Menene launin ƙasan?,Fari.,1039,2393380
8864,What color is the church?,White.,Wane launi ne Ikklisiya?,Fari.,1039,2418174
8865,What type of body of water is shown?,River.,Mene irin ruwa ne aka nuna?,Kogi.,1513,2401976
8866,When was the picture taken?,Daytime.,Da yaushe aka ɗauki hoton?,Da rana.,860,2380929
8867,Where is the bus?,Street.,Ina bas?,Titi.,2417,2381745
8868,What is in the mirror?,A reflection.,Menene a cikin madubin?,Rifilacshan.,2034,2362311
8869,Where is the knife?,Right of the fork.,Ina wuka?,Daga damar cokalin yatsu.,881,2356158
8870,What is behind the elephants?,Bleachers.,Menene a bayan giwayen?,Gurin zama.,1209,2348931
8871,When is this taking place?,Daytime.,Yaushe wannan yake faruwa?,Rana.,2011,2357967
8872,When was the photo taken?,During the daytime.,Yaushe ne aka dauki hoto?,Da rana.,860,2391075
8873,What are they boarding?,Bus.,Me suke hawa?,Bas.,677,2338470
8874,How represent the photo?,Clear.,Ta yaya wakiltar hoto?,Bayyananne.,714,2374167
8875,What color is the water?,Gray and white.,Mene launin ruwan?,Ruwan toka da fari.,2083,2316928
8876,What is melted on the pizza?,Cheese.,Me aka narke a kan pizza?,Cukwi.,835,2346120
8877,How many buses represent Indiana the image?,3,Buses nawa ne ke wakiltar Indiana Hoton?,3,25,2418218
8878,What color is out of bounds?,Red.,Wane launi ne daga iyakoki?,Ja.,1321,2417977
8879,What is on the keyboard?,Keys.,Mene akan madanne?,Abun dannawa.,434,2362257
8880,How many bald adults are there?,Two.,Maza nawa ne marassa gashi a wajan?,Biyu.,761,2373259
8881,When was this photo taken?,Daytime.,Da yaushe aka ɗauki wannan hoton?,Da rana.,860,2331263
8882,Where are the trees?,On the edge of the water.,Ina itatuwa?,A gaɓar ruwa.,190,2419240
8883,What is on the woman's head?,Baseball cap.,Menene akan matar?,Hular baseball.,1274,2392832
8884,What shape is the bowl?,Round.,Wane siffar tasa?,Zagaye.,2664,2389434
8885,Who is wearing a navy blue shirt?,A man.,Wanene sanye da riga shuɗiya mai duhu?,Mutumi.,1906,2411404
8886,How many elephants are there?,Three.,Giwaye nawa ne a nan?,Uku.,2495,2417953
8887,How many discipline cars are on the tracks?,Three.,Da yawa daga cikin motocin horo ke kan waƙoƙin?,Uku.,2495,2329560
8888,Where is the food_market bag?,Next to the front seat.,Ina jakar abinci_market?,Kusa da wurin zaman gaba.,1591,2325258
8889,Where are the girls?,In the room.,The ya' mata suke?,Cikin ɗaki.,807,2341945
8890,What is to the left of the toilet?,Window.,Menene a hagun masai'n?,Taga.,2331,2408332
8891,When will they quit?,After they are tired.,Yaushe zasu daina?,Bayan sun gaji.,706,2320105
8892,What color is shirt?,White.,Wani launi ne rigar?,Fari.,1039,2410531
8893,How many total feet follow non on group_A skateboard?,Two.,Tashi duka ƙafafun biyun ba tare da ba tare da kungiyar skateboard ba?,Biyu.,761,2405604
8894,What is the desk made out of?,Wood.,Dame akayi tebur din?,Katako.,1475,2374744
8895,Where is the spire on the church?,Top of the tower.,Ina aka kunna a cikin Ikilisiya?,Saman tower.,2163,2419262
8896,What color is the sky?,Blue.,Wane launi ne sama?,Shuɗi.,2230,2419242
8897,Where is the blue letters?,On white building.,Ina shuɗin harafan suke?,Akan farin ginin.,487,2402601
8898,When is the picture taken?,Daytime.,Yaushe ne aka dauki hoton?,Da rana.,860,2330542
8899,What comprise on the ft of the Isle_of_Man along the left?,Blue boots.,Abin da ya ƙunshi a ft na isle_of_man tare da hagu?,Shuɗi takalmi.,2225,2419490
8900,What gloss is the boat?,Orange.,Menene mai sheki?,Ruwan lemo.,2075,2418619
8901,What color is the sky?,Blue.,Menene launin sararin saman?,Shuɗi.,2230,2336865
8902,What sport do the boys play?,Tennis.,Wani wasa yaran sukeyi?,Tanis.,2371,2321587
8903,Where is the train elevator_car at IN the picture?,On tracks.,Ina jirgin kasa elevator_car a cikin hoton?,Akan titin.,534,2388001
8904,When was this picture taken?,Daytime.,Yaushe ne aka ɗauki wannan hoton?,Da rana.,860,2382868
8905,Where is the location of the picture?,In the city.,Ina ne gurin hoton?,A cikin gari.,111,2325931
8906,What belt_along is the boy?,Asian.,Wanne bel_along ne yaron?,Dan Asiya.,908,2402216
8907,What is the woman doing in the background?,Talking.,Me matar dake ƙasan bayan hoton take yi?,Magana.,1736,2372365
8908,What color is the man's hair?,Brown.,Menene launin gashin mutumin?,Ruwan ƙasa.,2105,2405864
8909,What is in the batter's hands?,Bat.,Menene a hannun me buga kwallon?,Bat.,680,2348077
8910,What is behind the sheep?,A fence.,Menene a bayan tumakin?,Shinge.,2205,2418041
8911,What color is the sky?,Blue.,Wane launi ne sama?,Shuɗi.,2230,2318061
8912,Where is the man?,In the water.,Ina mutumin?,A cikin ruwan.,134,2407281
8913,What is on the groundwork of the baby?,Socks.,Menene a kan Dokar Kasa?,Safa.,2145,2374316
8914,What live behind the table?,A wall.,Me rayuwa a bayan tebur?,Bango.,662,2364752
8915,What is the number of people sitting on plane?,Two.,Mutane nawa ne ke zaune a cikin jirgin sama?,Biyu.,761,2390729
8916,What is hanging in front of the bike?,A black bag.,Mene rataye a gaban babur din?,Baƙar jaka.,718,2375565
8917,What is in the boy's left hand?,Skateboard.,Menene a hannun hagun yaron?,Allon sulu mai taya.,571,2362266
8918,What is the routine of sheep without horns?,Three.,Menene aikin gona na tumaki ba tare da ƙaho ba?,Uku.,2495,2410990
8919,What sort of gasp is the woman wearing?,Striped.,Wane irin gas ne Mace da sanye take?,Mai layi layi.,1768,2367820
8920,What is the man holding?,A mitt.,Me mutumin yake riƙe da shi?,Mitt.,1856,2331840
8921,Who is carrying the black umbrella?,A man.,Waye yake ɗauke da baƙar lema?,Mutumi.,1906,2365369
8922,Where was this picture taken?,In the refrigerator.,A ina ka dauki hoton?,A cikin firing.,109,2339362
8923,What is at the bottom left of the bananas?,A picture.,Menene a ƙasan hagun ayaban?,Hoto.,1267,2368636
8924,Who is eating?,The sheep.,Waye yake cin abinci?,Tumakan.,2480,2330773
8925,How many piece of cheese are on the plate?,One.,Da yawa cuku na cuku suke kan farantin?,Ɗaya.,2716,2400617
8926,How is the floor looks like?,Brown and tan.,Dame kasan yayi kama?,Ruwan ƙasa me duhu.,2099,2364241
8927,What number is on the right train?,Three.,Waca lamba ce a jikin jirgin ƙasan daman?,Uku.,2495,2337764
8928,What are the men sitting on?,A bench.,Akan me mazan suke zaune?,Benci.,737,2403313
8929,What is along the bed?,Pillows.,Me ke kan gado?,Matashin kai?.,1823,2418982
8930,How many big trees are there?,Two.,Nawa ne manyan bishiyoyi?,Biyu.,761,2418067
8931,What is behind traffic light?,Tree.,Menene a bayan fitilar titi?,Bishiya.,752,2406518
8932,Where is the television?,Along the wall on the left.,Ina talabijin?,Jikin bango wajan hagu.,1353,2418948
8933,What color is the straw?,Yellow.,Wane launi ne bambaro?,Rawaya.,2025,2342173
8934,When was this photo taken?,During the day.,Yaushe aka ɗauki wannan hoton?,Lokacin rana.,1707,2323963
8935,How stickers exist along laptop?,3,Yaya stenkers suke cikin kwamfutar tafi-da-gidanka?,3,25,2418615
8936,What color are the stairs?,Green.,Wani launi ne matakala?,Kore.,1530,2418123
8937,What live the man holding?,Phone.,Me kuke rayuwa?,Waya.,2547,2350083
8938,Where is the plane sitting?,Ground.,A ina jirgin sama ke ajjiye?,A ƙasa.,400,2337715
8939,Where is tree?,In office.,Ina itace?,A ofis.,331,2406916
8940,Where is the face?,On dog.,Ina fuskar?,Jikin karen.,1357,2366573
8941,How many tents are there?,One.,Tanti nawa ne a nan?,Ɗaya.,2716,2361664
8942,Why are the people using umbrellas?,Its raining.,Meyasa mutane suke amfani da lema?,Ruwa ake.,2055,2322449
8943,When Washington the photo taken?,At early night.,Lokacin da Washington An dauki hoto?,Da farko dare.,846,2406164
8944,What follow nether the train?,Tracks.,Wace bin jirgin kasa?,Titin jirgin ƙasa.,2421,2370908
8945,What is on the walls?,Stains.,Menene a bangon?,Tabo.,2322,2354781
8946,What are the people doing?,Sitting.,Menene mutanen suke yi?,Suna zaune.,2292,2419085
8947,What is the man doing?,Skiing.,Me mutumin yake yi?,Sulun ƙanƙara.,2264,2362601
8948,What color are the car seats?,Black.,Menene launin kujerun motar?,Baƙi.,729,2328161
8949,Who cost holding the umbrella?,A woman.,Wanene kudin riƙe laima?,Mata.,1809,2418106
8950,How many kites are in this picture?,Two.,Jirgin leda nawa ne a jikin wannan hoton?,Biyu.,761,2367716
8951,Where is the tall tree?,In the background up high.,A ina bishiyar mai tsayi take?,A saman daga ƙasan hoton.,338,2390037
8952,Where is the cat?,Doorstep.,Ina cat?,Bakin ƙofa.,651,2383842
8953,What primary colors are in the picture?,Black and white.,Wane mafarin launi ne acikin  hoton?,Baƙi da fari.,723,2363167
8954,When follow this photo taken?,Daytime.,Lokacin bin wannan hoton da aka ɗauka?,Da rana.,860,2418923
8955,How many animals are there?,One.,Dabbobi nawa ne?,Ɗaya.,2716,2341044
8956,Why is it bright?,The sun is out.,Me yasa yake da haske?,Saboda rana ta futo.,2135,2372900
8957,How many transport vehicles are there?,Two.,Abun hawan tafiye-tafiye guda nawa ne ana?,Biyu.,761,2368396
8958,How many flowers are visible?,One.,Da yawa furanni suke bayyane?,Daya.,936,2377152
8959,Why he standing?,To eat.,Me yasa ya tsaya?,Don cin abinci.,950,2332160
8960,Where are the vehicle parked?,On the street.,Ina abin hawa yake yi?,A kan titi.,300,2330984
8961,What is the number of the platform?,One.,Menene yawan dandamali?,Ɗaya.,2716,2402013
8962,When was this depiction taken?,Daytime.,Yaushe aka ɗauki wannan lokacin?,Da rana.,860,2329507
8963,What creature be there?,Cat.,Wane dabba ce?,Mage.,1739,2318598
8964,What is large and wooden?,The support pole.,Mene ne babba da katako?,Tallafin ƙarfen.,2349,2401437
8965,What coiffure all three men have on their faces?,Beards.,Waɗanne abubuwa uku ne mutane uku suka yi a fuskokinsu?,Gemu.,1162,2353265
8966,When is this guy going to?,Down the mountain.,Yaushe wannan gayen zaije?,Ƙasan dutsen?.,2754,2409594
8967,What type of sauce is along the pizza?,Tomato sauce.,Wani irin miya yake tare da pizza?,Miyar tumatir.,1857,2418033
8968,What is visible through the window?,Trees.,Me ake gani ta taga?,Bishiyoyi.,756,2345386
8969,What color is the sidewalk?,Gray.,Wane launi ne gefen?,Ruwan toka.,2087,2418777
8970,What color is the parked car?,White.,Wani launi ne da motar da aka ajiye?,Fari.,1039,2324817
8971,What is on the table?,Pizza.,Menene kan tebur?,Fizza.,1094,2389530
8972,How big make_up the room where the picture was taken?,Very big.,Yaya girman kayan da aka yi da hoton da aka ɗauki hoto?,Babba ne Sosai.,612,2405201
8973,Where are the leaves?,On the tree.,Ina ganyayyaki?,A kan bishiyan.,261,2321878
8974,What color are the trees?,Green.,Wani launi ne bishiyoyin?,Koraye.,1519,2386514
8975,Who is holding a helmet?,The woman in front.,Waye riƙe da hular kwano?,Matar gaban.,1818,2396341
8976,Why can you not see the cars?,Going too fast.,Me yasa ba`a iya ganin motocin?,Saboda saurin da sukeyi.,2138,2337698
8977,How many conveyer_belt bang are there?,One.,Nawa Convereter_belt Bang suna can?,Ɗaya.,2716,2418195
8978,What color is the field before the train?,Green.,Menene launin filin kafin jirjin ƙasan?,Kore.,1530,2380140
8979,What color is the grass?,Green.,Menene launin ciyawan?,Kore.,1530,2405669
8980,What tinge are the stripes on the ground?,White.,Wane irin abubuwa ne ratsi a ƙasa?,Fari.,1039,2418281
8981,WHO necessitate the photo?,A person.,Wanene ya zama dole hoton?,Mutum.,1898,2418149
8982,Where are many small windows?,On the planes.,A ina ƙananun taga suke masu yawa?,A jikin jirgin sama.,241,2368217
8983,What tolerant of flowers are in the vase?,Daisies.,Wane irin farin cikin furanni suke a cikin bututu?,Daisies.,898,2411164
8984,When was the word_picture taken?,During the day.,Yaushe ne kalmar_picture?,Da rana.,860,2331422
8985,What is trailing the jets?,Smoke.,Me yayi wa jiragen jela?,Hayaƙi.,1252,2390891
8986,What color are the goats?,Black.,Wani launi ne awaki?,Baƙi.,729,2418634
8987,What color is the grass?,Green.,Wani launi ne da ciyawan?,Kore.,1530,2408813
8988,What is in background?,A building.,Menene a bango?,Gini.,1183,2331905
8989,How many buttons are on the blender?,Eight.,Button nawa suke kan blender?,Takwas.,2345,2418730
8990,Who are at the traffic light?,People.,Suwaye a wajan danjar titi?,Mutane.,1886,2337896
8991,What is the cleaning_lady inward front doing?,Looking at her cellphone.,Menene tsabtatawa_lady a gaban yin?,Kallon wayar hannun ta.,1396,2418076
8992,What colour_in is the window trim?,Blue.,Abin da Colour_in shine taga taga?,Shuɗi.,2230,2345063
8993,What is photo of?,Man tossing tennis ball.,Hoton menene?,Mutumi yana jefa ƙwallon tanis.,1905,2410531
8994,Why are their eyes closed?,They are asleep.,Meyasa idanun su suke a rufa?,Bacci sukeyi.,644,2338152
